"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"4718","Male","Yes",41,"Yes","Average",3
"4719","Female","Yes",38,"Yes","Average",3
"4720","Female","Yes",55,"Yes","Average",4
"4721","Female","No",43,"Yes","Low",2
"4722","Female","Yes",48,"Yes","High",4
"4723","Female","Yes",88,"Yes","High",3
"4724","Male","Yes",66,"No","High",2
"4725","Female","Yes",73,"No","Low",2
"4726","Male","Yes",49,"Yes","Average",2
"4727","Male","Yes",48,"Yes","Low",2
"4728","Female","Yes",39,"No","Average",4
"4729","Male","Yes",52,"Yes","Average",2
"4730","Male","No",30,"Yes","Low",1
"4731","Male","Yes",61,"Yes","Average",2
"4732","Male","No",33,"Yes","Low",7
"4733","Male","Yes",68,"Yes","Low",1
"4734","Female","Yes",48,"Yes","Average",2
"4735","Male","Yes",39,"Yes","High",3
"4736","Female","Yes",36,"No","Average",2
"4737","Male","Yes",76,"Yes","High",2
"4738","Male","Yes",69,"No","Low",2
"4739","Male","Yes",79,"No","Low",1
"4740","Female","Yes",39,"Yes","High",3
"4741","Male","No",32,"No","Low",6
"4742","Male","Yes",56,"Yes","High",9
"4743","Male","No",23,"No","Low",5
"4744","Male","Yes",71,"No","Low",2
"4745","Male","Yes",48,"Yes","Average",3
"4746","Female","Yes",37,"No","Low",3
"4747","Female","Yes",46,"Yes","Low",2
"4748","Female","Yes",66,"No","Low",1
"4749","Female","No",25,"Yes","Low",7
"4750","Male","No",26,"Yes","Low",4
"4751","Male","No",23,"No","Low",3
"4752","Female","Yes",32,"No","High",6
"4753","Female","Yes",84,"Yes","Low",1
"4754","Male","Yes",57,"No","Low",1
"4755","Male","Yes",39,"Yes","Average",4
"4756","Male","Yes",71,"Yes","Low",2
"4757","Male","Yes",48,"Yes","Low",3
"4758","Female","Yes",39,"Yes","Average",3
"4759","Female","Yes",60,"Yes","High",4
"4760","Female","No",43,"Yes","Low",1
"4761","Male","Yes",46,"No","High",3
"4762","Female","Yes",62,"Yes","Low",1
"4763","Male","No",57,"Yes","Low",1
"4764","Male","No",29,"Yes","Low",4
"4765","Male","Yes",33,"No","Low",4
"4766","Male","Yes",60,"Yes","Average",4
"4767","Female","Yes",58,"Yes","Low",1
"4768","Male","Yes",52,"No","Average",4
"4769","Female","Yes",30,"No","Low",3
"4770","Male","Yes",52,"Yes","Average",3
"4771","Male","Yes",31,"Yes","Average",2
"4772","Male","Yes",62,"Yes","Average",4
"4773","Male","Yes",38,"Yes","High",4
"4774","Male","Yes",60,"Yes","High",3
"4775","Male","Yes",47,"Yes","Average",6
"4776","Male","No",53,"Yes","Low",1
"4777","Male","Yes",71,"No","Low",1
"4778","Male","Yes",45,"No","High",3
"4779","Female","No",37,"No","Low",2
"4780","Male","Yes",58,"Yes","Low",1
"4781","Male","Yes",38,"Yes","Average",3
"4782","Female","No",28,"Yes","Low",1
"4783","Female","Yes",56,"Yes","High",4
"4784","Male","Yes",49,"Yes","Average",4
"4785","Male","Yes",50,"Yes","Average",4
"4786","Male","Yes",56,"Yes","High",2
"4787","Male","No",28,"Yes","Low",1
"4788","Male","No",70,"No","Low",1
"4789","Female","Yes",52,"No","High",2
"4790","Male","Yes",75,"Yes","Low",1
"4791","Male","Yes",48,"No","Average",2
"4792","Male","Yes",51,"Yes","Low",3
"4793","Male","Yes",62,"Yes","Low",1
"4794","Female","No",43,"Yes","Low",6
"4795","Female","No",22,"No","Low",4
"4796","Male","Yes",32,"Yes","Low",3
"4797","Female","Yes",43,"Yes","Low",2
"4798","Male","Yes",35,"No","Low",4
"4799","Female","Yes",68,"No","Low",1
"4800","Female","Yes",36,"Yes","Average",3
"4801","Female","Yes",36,"Yes","Average",3
"4802","Male","Yes",47,"Yes","Average",4
"4803","Male","Yes",37,"Yes","High",2
"4804","Male","No",20,"No","Low",4
"4805","Female","Yes",40,"Yes","Low",1
"4806","Female","Yes",40,"Yes","Average",2
"4807","Male","No",26,"No","Low",2
"4808","Female","Yes",56,"Yes","Average",2
"4809","Male","Yes",35,"Yes","High",2
"4810","Male","Yes",56,"No","Average",3
"4811","Male","Yes",47,"Yes","Low",2
"4812","Male","Yes",88,"Yes","High",2
"4813","Female","No",31,"No","Low",5
"4814","Male","Yes",50,"Yes","Average",2
"4815","Male","Yes",43,"No","Average",3
"4816","Male","Yes",47,"No","Low",1
"4817","Male","No",18,"No","Low",3
"4818","Female","Yes",56,"Yes","Low",1
"4819","Male","Yes",88,"Yes","Low",1
"4820","Female","Yes",45,"Yes","Low",3
"4821","Female","No",28,"No","Low",1
"4822","Male","Yes",57,"Yes","Low",1
"4823","Male","Yes",46,"Yes","Average",4
"4824","Male","Yes",85,"Yes","High",2
"4825","Female","No",35,"No","Low",1
"4826","Female","No",40,"No","Low",3
"4827","Male","Yes",38,"Yes","Low",1
"4828","Female","No",18,"No","Low",3
"4829","Male","No",31,"Yes","Low",1
"4830","Female","Yes",48,"Yes","Average",3
"4831","Male","No",31,"No","Low",2
"4832","Male","Yes",46,"No","Average",4
"4833","Female","No",31,"No","Low",2
"4834","Male","No",31,"Yes","Low",4
"4835","Female","No",32,"Yes","Low",1
"4836","Female","No",81,"Yes","Low",1
"4837","Male","Yes",66,"Yes","High",2
"4838","Female","No",22,"No","Low",2
"4839","Male","Yes",51,"Yes","Low",2
"4840","Female","No",33,"Yes","Low",6
"4841","Female","No",29,"Yes","Low",1
"4842","Female","Yes",41,"Yes","High",2
"4843","Female","No",18,"No","Low",4
"4844","Female","No",48,"Yes","Low",1
"4845","Male","Yes",78,"No","High",2
"4846","Male","No",25,"Yes","Low",3
"4847","Male","Yes",46,"Yes","Average",2
"4848","Male","Yes",53,"Yes","Low",2
"4849","Male","Yes",47,"Yes","Low",1
"4850","Female","Yes",40,"No","Low",1
"4851","Male","No",27,"No","Low",4
"4852","Male","Yes",41,"Yes","Average",4
"4853","Female","Yes",31,"No","High",4
"4854","Female","No",40,"Yes","Low",1
"4855","Male","Yes",47,"Yes","Low",2
"4856","Female","No",43,"No","Low",1
"4857","Male","Yes",81,"Yes","Low",1
"4858","Male","Yes",62,"Yes","High",4
"4859","Male","Yes",51,"Yes","Average",2
"4860","Male","No",20,"No","Low",5
"4861","Male","No",42,"Yes","Low",1
"4862","Female","No",33,"No","Low",4
"4863","Female","Yes",59,"Yes","Average",2
"4864","Male","Yes",36,"Yes","High",2
"4865","Male","Yes",55,"Yes","High",3
"4866","Male","Yes",59,"No","Low",2
"4867","Female","No",39,"Yes","Low",3
"4868","Female","No",39,"Yes","Low",4
"4869","Male","Yes",53,"No","High",4
"4870","Female","No",32,"No","Low",1
"4871","Male","Yes",35,"Yes","High",4
"4872","Male","Yes",40,"Yes","Average",4
"4873","Male","Yes",60,"Yes","Low",3
"4874","Female","No",37,"Yes","Low",4
"4875","Female","Yes",35,"Yes","Average",2
"4876","Female","No",27,"No","Low",1
"4877","Female","Yes",28,"Yes","Low",4
"4878","Male","Yes",85,"No","High",2
"4879","Male","No",29,"Yes","Low",2
"4880","Male","Yes",78,"Yes","Low",2
"4881","Female","Yes",51,"Yes","High",2
"4882","Female","No",33,"No","Low",5
"4883","Male","Yes",29,"Yes","Low",2
"4884","Female","No",29,"No","Low",3
"4885","Male","Yes",73,"Yes","High",2
"4886","Female","No",33,"No","Low",5
"4887","Female","No",23,"No","Low",3
"4888","Male","Yes",56,"Yes","High",1
"4889","Female","Yes",65,"No","Average",3
"4890","Female","Yes",41,"Yes","Average",2
"4891","Male","Yes",58,"Yes","Average",2
"4892","Female","Yes",48,"Yes","Average",2
"4893","Female","No",36,"Yes","Low",5
"4894","Male","No",36,"Yes","Low",1
"4895","Male","No",23,"No","Low",3
"4896","Female","Yes",68,"No","Average",3
"4897","Female","Yes",27,"Yes","Low",2
"4898","Female","Yes",42,"No","Average",2
"4899","Male","Yes",29,"No","Low",2
"4900","Female","No",31,"Yes","Low",3
"4901","Female","No",45,"Yes","Low",1
"4902","Male","Yes",50,"Yes","Low",3
"4903","Male","No",42,"Yes","Low",1
"4904","Female","No",55,"Yes","Low",1
"4905","Female","No",43,"Yes","Low",2
"4906","Male","No",30,"Yes","Low",1
"4907","Male","No",32,"No","Low",1
"4908","Female","No",27,"Yes","Low",5
"4909","Male","No",33,"Yes","Low",1
"4910","Male","Yes",51,"No","High",4
"4911","Male","No",31,"No","Low",4
"4912","Male","Yes",31,"No","High",3
"4913","Female","No",36,"Yes","Low",2
"4914","Male","Yes",70,"Yes","Low",1
"4915","Female","Yes",52,"Yes","Low",3
"4916","Female","No",28,"Yes","Low",3
"4917","Male","Yes",42,"Yes","Low",5
"4918","Male","Yes",52,"Yes","Average",4
"4919","Male","No",29,"No","Low",3
"4920","Female","Yes",61,"Yes","Average",4
"4921","Male","Yes",39,"Yes","High",3
"4922","Female","Yes",74,"No","High",2
"4923","Female","Yes",47,"Yes","Average",2
"4924","Male","No",38,"Yes","Low",1
"4925","Female","No",40,"Yes","Low",1
"4926","Male","Yes",48,"Yes","Low",2
"4927","Female","Yes",40,"Yes","Low",2
"4928","Male","No",38,"Yes","Low",2
"4929","Male","No",63,"Yes","Low",1
"4930","Male","Yes",58,"No","High",3
"4931","Female","Yes",51,"Yes","High",3
"4932","Female","Yes",38,"Yes","Low",2
"4933","Female","No",26,"No","Low",8
"4934","Male","Yes",60,"Yes","Average",3
"4935","Male","Yes",51,"Yes","Low",3
"4936","Female","Yes",56,"No","Average",3
"4937","Female","No",25,"Yes","Low",1
"4938","Male","No",43,"No","Low",2
"4939","Male","Yes",73,"Yes","Low",2
"4940","Male","No",22,"No","Low",4
"4941","Male","Yes",66,"Yes","High",2
"4942","Female","Yes",53,"No","Average",2
"4943","Male","No",21,"No","Low",4
"4944","Female","Yes",45,"Yes","High",4
"4945","Male","Yes",57,"Yes","Low",1
"4946","Female","No",35,"Yes","Low",4
"4947","Male","Yes",40,"Yes","High",4
"4948","Male","Yes",35,"Yes","High",2
"4949","Male","Yes",40,"Yes","Low",1
"4950","Male","Yes",50,"Yes","Low",1
"4951","Female","Yes",43,"No","Average",5
"4952","Female","Yes",49,"Yes","Low",4
"4953","Female","Yes",37,"Yes","Low",2
"4954","Male","Yes",40,"Yes","Average",2
"4955","Male","No",41,"Yes","Low",1
"4956","Female","Yes",39,"Yes","Average",4
"4957","Female","No",25,"No","Low",4
"4958","Female","No",32,"No","Low",2
"4959","Female","No",39,"Yes","Low",6
"4960","Female","Yes",38,"Yes","Average",3
"4961","Female","No",25,"Yes","Low",4
"4962","Female","Yes",61,"No","Low",1
"4963","Female","No",31,"Yes","Low",1
"4964","Male","Yes",72,"Yes","Low",1
"4965","Female","Yes",60,"Yes","High",2
"4966","Female","No",26,"No","Low",1
"4967","Male","Yes",51,"Yes","High",5
"4968","Male","Yes",56,"No","Low",2
"4969","Male","Yes",55,"Yes","Low",1
"4970","Female","Yes",39,"Yes","High",2
"4971","Female","Yes",42,"Yes","Low",1
"4972","Female","Yes",60,"Yes","Average",6
"4973","Male","No",36,"Yes","Low",1
"4974","Male","Yes",25,"Yes","Average",2
"4975","Male","No",25,"No","Low",3
"4976","Male","No",29,"No","Low",5
"4977","Female","No",27,"No","Low",5
"4978","Male","Yes",52,"Yes","Low",1
"4979","Male","Yes",36,"No","Low",2
"4980","Male","Yes",41,"Yes","High",4
"4981","Male","No",31,"No","Low",2
"4982","Male","Yes",45,"Yes","Average",4
"4983","Female","No",32,"No","Low",4
"4984","Male","Yes",55,"Yes","Average",3
"4985","Male","No",28,"Yes","Low",3
"4986","Female","Yes",70,"Yes","High",2
"4987","Male","Yes",82,"Yes","Low",1
"4988","Female","No",26,"No","Low",7
"4989","Male","No",22,"No","Low",4
"4990","Female","Yes",48,"Yes","Low",1
"4991","Male","Yes",48,"Yes","Low",2
"4992","Male","No",32,"Yes","Low",4
"4993","Male","No",29,"No","Low",5
"4994","Male","No",35,"Yes","Low",3
"4995","Male","Yes",39,"No","Average",4
"4996","Female","No",26,"No","Low",2
"4997","Male","No",20,"No","Low",4
"4998","Female","No",35,"Yes","Low",1
"4999","Male","No",18,"No","Low",3
"5000","Female","Yes",56,"Yes","High",2
"5001","Male","No",40,"No","Low",1
"5002","Female","No",37,"No","Low",1
"5003","Female","Yes",57,"Yes","High",3
"5004","Male","No",23,"No","Low",4
"5005","Male","Yes",52,"Yes","Low",1
"5006","Female","Yes",45,"No","Average",7
"5007","Male","No",20,"No","Low",4
"5008","Female","No",20,"No","Low",6
"5009","Male","Yes",61,"Yes","Average",7
"5010","Male","No",23,"No","Low",4
"5011","Female","No",52,"Yes","Low",2
"5012","Male","Yes",25,"Yes","Low",2
"5013","Male","No",21,"No","Low",6
"5014","Male","Yes",59,"Yes","Average",6
"5015","Female","No",37,"Yes","Low",3
"5016","Female","Yes",72,"Yes","High",2
"5017","Male","Yes",50,"Yes","Low",1
"5018","Male","No",20,"No","Low",8
"5019","Female","Yes",32,"No","Average",4
"5020","Female","No",36,"No","Low",2
"5021","Female","Yes",29,"No","Average",2
"5022","Male","Yes",66,"Yes","Low",1
"5023","Male","Yes",50,"Yes","Low",4
"5024","Male","No",39,"Yes","Low",2
"5025","Male","Yes",60,"Yes","Low",2
"5026","Male","Yes",70,"Yes","Average",2
"5027","Male","No",18,"No","Low",3
"5028","Female","No",33,"Yes","Low",2
"5029","Male","No",53,"Yes","Low",2
"5030","Male","Yes",27,"Yes","Average",3
"5031","Male","Yes",68,"Yes","Low",2
"5032","Female","No",27,"Yes","Low",3
"5033","Male","Yes",37,"Yes","Average",2
"5034","Male","Yes",42,"Yes","Average",4
"5035","Male","No",32,"No","Low",7
"5036","Female","No",28,"Yes","Low",1
"5037","Male","No",31,"No","Low",4
"5038","Male","No",35,"Yes","Low",1
"5039","Male","No",36,"No","Low",4
"5040","Male","Yes",33,"No","Average",2
"5041","Female","No",40,"Yes","Low",1
"5042","Male","Yes",25,"Yes","High",2
"5043","Male","Yes",67,"Yes","Average",2
"5044","Female","Yes",62,"No","High",2
"5045","Female","No",21,"No","Low",2
"5046","Female","No",28,"No","Low",4
"5047","Female","No",36,"No","Low",1
"5048","Male","No",27,"No","Low",3
"5049","Female","Yes",36,"Yes","Average",4
"5050","Male","Yes",53,"No","Average",4
"5051","Female","No",30,"Yes","Low",5
"5052","Female","Yes",53,"Yes","Average",3
"5053","Female","No",33,"No","Low",3
"5054","Female","No",36,"Yes","Low",3
"5055","Female","Yes",53,"No","Low",3
"5056","Male","No",29,"No","Low",4
"5057","Female","No",28,"No","Low",8
"5058","Male","Yes",47,"Yes","Low",1
"5059","Male","No",23,"No","Low",4
"5060","Female","Yes",35,"Yes","Low",4
"5061","Male","Yes",87,"Yes","Low",1
"5062","Male","Yes",56,"Yes","Average",4
"5063","Female","Yes",26,"No","Low",9
"5064","Female","Yes",75,"Yes","High",3
"5065","Female","Yes",77,"Yes","High",2
"5066","Male","Yes",66,"No","High",3
"5067","Male","Yes",55,"Yes","Average",2
"5068","Male","Yes",61,"Yes","Low",6
"5069","Male","Yes",39,"Yes","Average",3
"5070","Male","Yes",61,"Yes","High",2
"5071","Male","No",40,"No","Low",4
"5072","Male","Yes",43,"Yes","High",3
"5073","Female","No",57,"Yes","Low",1
"5074","Female","No",37,"Yes","Low",2
"5075","Male","Yes",41,"Yes","Average",2
"5076","Female","No",20,"No","Low",2
"5077","Male","Yes",68,"No","Average",2
"5078","Female","Yes",43,"Yes","High",4
"5079","Male","No",21,"No","Low",5
"5080","Male","Yes",38,"Yes","Average",4
"5081","Male","Yes",62,"Yes","Average",5
"5082","Female","No",30,"Yes","Low",7
"5083","Male","No",32,"Yes","Low",3
"5084","Female","No",18,"No","Low",5
"5085","Male","Yes",35,"Yes","Low",1
"5086","Female","No",28,"No","Low",4
"5087","Male","Yes",25,"No","Average",4
"5088","Female","No",29,"No","Low",4
"5089","Female","No",40,"Yes","Low",3
"5090","Female","No",18,"No","Low",3
"5091","Male","No",39,"No","Low",3
"5092","Male","Yes",49,"No","Average",6
"5093","Female","No",33,"Yes","Low",1
"5094","Male","Yes",38,"No","Low",1
"5095","Male","Yes",85,"Yes","Low",1
"5096","Male","Yes",51,"Yes","Average",3
"5097","Male","No",26,"Yes","Low",3
"5098","Female","Yes",35,"Yes","Average",3
"5099","Male","Yes",33,"No","Low",3
"5100","Male","No",41,"Yes","Low",1
"5101","Male","Yes",41,"Yes","Average",3
"5102","Male","No",77,"Yes","Low",1
"5103","Female","No",41,"No","Low",2
"5104","Male","Yes",46,"Yes","Low",3
"5105","Male","Yes",63,"Yes","Low",1
"5106","Female","Yes",37,"Yes","High",2
"5107","Male","Yes",51,"Yes","Low",2
"5108","Female","No",28,"No","Low",2
"5109","Male","Yes",46,"Yes","Average",5
"5110","Male","No",28,"Yes","Low",2
"5111","Female","No",48,"Yes","Low",1
"5112","Male","No",36,"Yes","Low",1
"5113","Male","No",50,"Yes","Low",3
"5114","Female","No",32,"Yes","Low",3
"5115","Male","Yes",55,"Yes","High",4
"5116","Female","Yes",43,"Yes","Low",1
"5117","Female","No",30,"Yes","Low",2
"5118","Female","Yes",32,"Yes","Low",2
"5119","Male","Yes",82,"Yes","High",2
"5120","Male","Yes",33,"Yes","Average",2
"5121","Male","No",33,"Yes","Low",4
"5122","Male","Yes",55,"Yes","Average",5
"5123","Male","Yes",89,"Yes","Low",1
"5124","Female","No",33,"Yes","Low",4
"5125","Male","No",22,"No","Low",3
"5126","Male","Yes",58,"Yes","Average",2
"5127","Female","No",32,"Yes","Low",3
"5128","Male","Yes",48,"Yes","High",5
"5129","Male","Yes",62,"Yes","Average",2
"5130","Female","Yes",39,"Yes","Average",2
"5131","Male","Yes",35,"Yes","Low",5
"5132","Male","No",47,"No","Low",1
"5133","Female","Yes",35,"Yes","Average",3
"5134","Male","Yes",78,"Yes","High",5
"5135","Female","No",42,"No","Low",4
"5136","Female","No",37,"Yes","Low",1
"5137","Female","No",43,"Yes","Low",1
"5138","Male","Yes",48,"Yes","Average",3
"5139","Male","No",22,"No","Low",5
"5140","Male","No",31,"No","Low",5
"5141","Female","No",51,"Yes","Low",1
"5142","Male","No",42,"Yes","Low",1
"5143","Male","Yes",58,"Yes","High",2
"5144","Male","Yes",50,"Yes","Average",4
"5145","Male","Yes",71,"Yes","High",2
"5146","Male","Yes",49,"No","High",5
"5147","Male","Yes",53,"Yes","Average",2
"5148","Female","No",31,"No","Low",1
"5149","Female","No",21,"No","Low",7
"5150","Male","Yes",61,"Yes","High",2
"5151","Male","No",35,"Yes","Low",2
"5152","Male","Yes",47,"Yes","Low",2
"5153","Female","Yes",38,"Yes","Average",3
"5154","Male","No",39,"Yes","Low",1
"5155","Male","Yes",55,"Yes","Low",2
"5156","Female","No",19,"No","Low",3
"5157","Female","Yes",58,"No","Average",2
"5158","Female","Yes",76,"No","High",2
"5159","Male","No",19,"No","Low",4
"5160","Female","Yes",51,"Yes","Low",2
"5161","Male","No",39,"Yes","Low",2
"5162","Male","No",22,"No","Low",3
"5163","Female","Yes",47,"Yes","Average",5
"5164","Male","No",32,"No","Low",4
"5165","Female","Yes",30,"No","Average",2
"5166","Female","Yes",35,"Yes","High",7
"5167","Male","No",35,"Yes","Low",2
"5168","Female","Yes",35,"Yes","Average",2
"5169","Male","Yes",36,"Yes","Average",2
"5170","Male","No",18,"No","Low",5
"5171","Male","Yes",75,"No","High",2
"5172","Male","No",46,"Yes","Low",1
"5173","Male","Yes",68,"No","Low",2
"5174","Male","Yes",67,"Yes","Average",2
"5175","Female","Yes",50,"No","Average",4
"5176","Male","No",32,"No","Low",4
"5177","Male","No",21,"No","Low",5
"5178","Female","Yes",48,"Yes","High",4
"5179","Male","Yes",37,"Yes","Average",2
"5180","Male","Yes",41,"Yes","Low",2
"5181","Female","Yes",63,"Yes","High",5
"5182","Male","No",42,"Yes","Low",1
"5183","Female","Yes",49,"Yes","High",5
"5184","Male","No",23,"No","Low",4
"5185","Male","No",31,"No","Low",3
"5186","Male","No",45,"Yes","Low",1
"5187","Male","Yes",21,"No","Low",3
"5188","Male","Yes",55,"Yes","Low",4
"5189","Female","No",26,"Yes","Low",2
"5190","Male","No",51,"Yes","Low",1
"5191","Male","No",27,"No","Low",3
"5192","Male","No",41,"Yes","Low",4
"5193","Male","Yes",43,"No","High",8
"5194","Female","Yes",28,"Yes","Low",2
"5195","Male","Yes",47,"No","Average",3
"5196","Female","Yes",72,"Yes","High",2
"5197","Male","No",23,"No","Low",4
"5198","Male","Yes",48,"Yes","Low",3
"5199","Female","Yes",33,"Yes","Average",3
"5200","Male","Yes",72,"Yes","High",2
"5201","Male","Yes",66,"No","Low",2
"5202","Female","No",33,"Yes","Low",4
"5203","Female","Yes",70,"Yes","High",2
"5204","Female","No",35,"Yes","Low",1
"5205","Male","No",38,"Yes","Low",1
"5206","Female","Yes",51,"Yes","Average",4
"5207","Male","Yes",67,"Yes","Average",2
"5208","Female","No",46,"Yes","Low",2
"5209","Female","No",47,"No","Low",1
